Metric,Model_Name,Dataset_Name,Fairness_Intervention,Experiment_Iteration,Subgroup,Metric_Value
Aleatoric_Uncertainty_Difference,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_1,SEX&RAC1P,-0.05599313699242359
Aleatoric_Uncertainty_Ratio,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_1,SEX&RAC1P,0.9151387064717853
Epistemic_Uncertainty_Difference,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_1,SEX&RAC1P,-0.0010833376995782462
Epistemic_Uncertainty_Ratio,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_1,SEX&RAC1P,0.9291015572012367
Equalized_Odds_FNR,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_1,SEX&RAC1P,0.039458424815627946
Equalized_Odds_FPR,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_1,SEX&RAC1P,-0.014208311954848646
IQR_Difference,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_1,SEX&RAC1P,-0.006526110459666057
Jitter_Difference,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_1,SEX&RAC1P,-0.019320528328229142
Label_Stability_Ratio,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_1,SEX&RAC1P,1.0335650456352075
Label_Stability_Difference,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_1,SEX&RAC1P,0.03000443956640242
Overall_Uncertainty_Difference,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_1,SEX&RAC1P,-0.05707647469200183
Overall_Uncertainty_Ratio,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_1,SEX&RAC1P,0.9154547401583846
Statistical_Parity_Difference,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_1,SEX&RAC1P,-0.09403001640173142
Disparate_Impact,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_1,SEX&RAC1P,0.6974813921378807
Std_Difference,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_1,SEX&RAC1P,-0.005089208663449224
Std_Ratio,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_1,SEX&RAC1P,0.9084693246037494
Equalized_Odds_TNR,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_1,SEX&RAC1P,0.014208311954848618
Equalized_Odds_TPR,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_1,SEX&RAC1P,-0.039458424815628
Accuracy_Difference,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,0.05004804920238326
Aleatoric_Uncertainty_Difference,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,-0.015645713720761956
Aleatoric_Uncertainty_Ratio,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,0.9745755401257507
Epistemic_Uncertainty_Difference,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,0.000519403557589726
Epistemic_Uncertainty_Ratio,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,1.042610984563716
Equalized_Odds_FNR,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,-0.018941227255484194
Equalized_Odds_FPR,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,-0.011786244958607514
IQR_Difference,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,0.0005146363685150368
Jitter_Difference,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,-0.00313991874077877
Label_Stability_Ratio,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,1.0069286450236823
Label_Stability_Difference,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,0.006322719798407039
Overall_Uncertainty_Difference,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,-0.01512631016317223
Overall_Uncertainty_Ratio,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,0.9758970077770722
Statistical_Parity_Difference,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,-0.08719755696499881
Disparate_Impact,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,0.7492908280426854
Std_Difference,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,0.0003834375964675493
Std_Ratio,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,1.008041436874313
Equalized_Odds_TNR,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,0.011786244958607472
Equalized_Odds_TPR,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,0.018941227255484194
Accuracy_Difference,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,0.04383795673436275
Aleatoric_Uncertainty_Difference,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,-0.012564009810151155
Aleatoric_Uncertainty_Ratio,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,0.977597780664179
Epistemic_Uncertainty_Difference,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,-0.0024031284113299467
Epistemic_Uncertainty_Ratio,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,0.8799666984553491
Equalized_Odds_FNR,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,0.011592345023349548
Equalized_Odds_FPR,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,-0.02590214391848865
IQR_Difference,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,-0.005772095015346992
Jitter_Difference,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,-0.009197201545769931
Label_Stability_Ratio,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,1.0170347727240476
Label_Stability_Difference,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,0.015227326115275441
Overall_Uncertainty_Difference,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,-0.014967138221481102
Overall_Uncertainty_Ratio,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,0.9742327178690167
Statistical_Parity_Difference,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,-0.11434428855147671
Disparate_Impact,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,0.6914139493066842
Std_Difference,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,-0.004429591700551454
Std_Ratio,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,0.9223000762277936
Equalized_Odds_TNR,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,0.025902143918488663
Equalized_Odds_TPR,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,-0.011592345023349493
Accuracy_Difference,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,0.04232173745915824
Aleatoric_Uncertainty_Difference,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,-0.0275397412338117
Aleatoric_Uncertainty_Ratio,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,0.9398297627541646
Epistemic_Uncertainty_Difference,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,-0.008103927001617217
Epistemic_Uncertainty_Ratio,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,0.8679132280979144
Equalized_Odds_FNR,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,0.018431069891558904
Equalized_Odds_FPR,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,-0.032901719380174055
IQR_Difference,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,-0.01446480986502055
Jitter_Difference,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,-0.0183198880343661
Label_Stability_Ratio,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,1.0359530657259532
Label_Stability_Difference,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,0.03004561470946243
Overall_Uncertainty_Difference,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,-0.035643668235428916
Overall_Uncertainty_Ratio,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,0.9313290440159088
Statistical_Parity_Difference,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,-0.12275396672859673
Disparate_Impact,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,0.6811692273559267
Std_Difference,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,-0.01006994338846609
Std_Ratio,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,0.8945280808644577
Equalized_Odds_TNR,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,0.032901719380174055
Equalized_Odds_TPR,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,-0.01843106989155885
Accuracy_Difference,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,0.052969440707284265
Aleatoric_Uncertainty_Difference,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,-0.004886266883204371
Aleatoric_Uncertainty_Ratio,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,0.9924946262788354
Epistemic_Uncertainty_Difference,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,-0.00044382480442739514
Epistemic_Uncertainty_Ratio,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,0.9712948463764918
Equalized_Odds_FNR,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,-0.02326579198660511
Equalized_Odds_FPR,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,-0.006845680322649109
IQR_Difference,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,-0.0010756434888564148
Jitter_Difference,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,-0.004003527578738189
Label_Stability_Ratio,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,1.0076918697521684
Label_Stability_Difference,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,0.006930275268541619
Overall_Uncertainty_Difference,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,-0.005330091687631766
Overall_Uncertainty_Ratio,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,0.9920028306551633
Statistical_Parity_Difference,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,-0.0850876631003481
Disparate_Impact,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,0.7419363195937718
Std_Difference,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,-0.0010614824093658909
Std_Ratio,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,0.9808346380859394
Equalized_Odds_TNR,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,0.006845680322649095
Equalized_Odds_TPR,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX,0.023265791986605056
Accuracy_Difference,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,0.03600806358180597
Aleatoric_Uncertainty_Difference,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,-0.03758581585479914
Aleatoric_Uncertainty_Ratio,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,0.9393968881758002
Epistemic_Uncertainty_Difference,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,-0.0013853213971182221
Epistemic_Uncertainty_Ratio,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,0.8925892784233587
Equalized_Odds_FNR,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,0.0031253269170415376
Equalized_Odds_FPR,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,-0.011534675741042819
IQR_Difference,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,-0.006043381845353822
Jitter_Difference,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,-0.012515580505420752
Label_Stability_Ratio,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,1.0193246020471005
Label_Stability_Difference,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,0.01758177506932035
Overall_Uncertainty_Difference,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,-0.038971137251917365
Overall_Uncertainty_Ratio,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,0.9384433205959288
Statistical_Parity_Difference,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,-0.07690139104509891
Disparate_Impact,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,0.7676320948469006
Std_Difference,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,-0.004375753260009753
Std_Ratio,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,0.9112613238703507
Equalized_Odds_TNR,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,0.011534675741042721
Equalized_Odds_TPR,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,-0.003125326917041482
Accuracy_Difference,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,0.029502745788632212
Aleatoric_Uncertainty_Difference,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,-0.06413332359093582
Aleatoric_Uncertainty_Ratio,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,0.8886371414728559
Epistemic_Uncertainty_Difference,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,-0.0007411594538307975
Epistemic_Uncertainty_Ratio,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,0.9611992654443156
Equalized_Odds_FNR,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,0.07253635317501828
Equalized_Odds_FPR,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,-0.03738821081050679
IQR_Difference,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,-0.005130285053610392
Jitter_Difference,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,-0.01043212670701954
Label_Stability_Ratio,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,1.015727005331816
Label_Stability_Difference,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,0.014101130755149738
Overall_Uncertainty_Difference,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,-0.06487448304476662
Overall_Uncertainty_Ratio,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,0.8909666648764856
Statistical_Parity_Difference,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,-0.12139204918475952
Disparate_Impact,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,0.658253514389154
Std_Difference,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,-0.004437573911168793
Std_Ratio,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,0.9212185646777217
Equalized_Odds_TNR,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,0.037388210810506806
Equalized_Odds_TPR,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,-0.07253635317501839
Accuracy_Difference,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,0.028720717380726235
Aleatoric_Uncertainty_Difference,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,-0.06906014354507567
Aleatoric_Uncertainty_Ratio,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,0.85216077960529
Epistemic_Uncertainty_Difference,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,-0.005067205418299581
Epistemic_Uncertainty_Ratio,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,0.9142617970947865
Equalized_Odds_FNR,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,0.049089862956376185
Equalized_Odds_FPR,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,-0.031046459305922702
IQR_Difference,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,-0.01592287160357743
Jitter_Difference,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,-0.022965837036360515
Label_Stability_Ratio,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,1.0406549082746552
Label_Stability_Difference,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,0.03410904758594602
Overall_Uncertainty_Difference,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,-0.07412734896337525
Overall_Uncertainty_Ratio,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,0.8591353337785452
Statistical_Parity_Difference,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,-0.11156166245722976
Disparate_Impact,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,0.692133897456119
Std_Difference,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,-0.010534914976992257
Std_Ratio,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,0.8880140812269015
Equalized_Odds_TNR,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,0.031046459305922758
Equalized_Odds_TPR,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,-0.049089862956376185
Accuracy_Difference,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,0.028572035436506993
Aleatoric_Uncertainty_Difference,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,-0.05766540146819288
Aleatoric_Uncertainty_Ratio,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,0.9136328325320424
Epistemic_Uncertainty_Difference,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,-0.0009808306482004259
Epistemic_Uncertainty_Ratio,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,0.9370049875114754
Equalized_Odds_FNR,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,0.023211109948739372
Equalized_Odds_FPR,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,-0.003699589403228523
IQR_Difference,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,-0.0068038348338937266
Jitter_Difference,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,-0.017326414727670297
Label_Stability_Ratio,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,1.0289574330807905
Label_Stability_Difference,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,0.025939824362212316
Overall_Uncertainty_Difference,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,-0.058646232116393304
Overall_Uncertainty_Ratio,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,0.9141654417521813
Statistical_Parity_Difference,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,-0.07920113384464472
Disparate_Impact,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,0.7482785708148713
Std_Difference,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,-0.00505918484271204
Std_Ratio,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,0.9105190053663006
Equalized_Odds_TNR,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,0.0036995894032284538
Equalized_Odds_TPR,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,RAC1P,-0.023211109948739428
Accuracy_Difference,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX&RAC1P,0.04328083957133522
Aleatoric_Uncertainty_Difference,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX&RAC1P,-0.0279704397061048
Aleatoric_Uncertainty_Ratio,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX&RAC1P,0.9543483874214193
Epistemic_Uncertainty_Difference,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX&RAC1P,-0.0008079929041028278
Epistemic_Uncertainty_Ratio,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX&RAC1P,0.9357815807276973
Equalized_Odds_FNR,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX&RAC1P,-0.028386964541914306
Equalized_Odds_FPR,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX&RAC1P,-0.0005937695758407024
IQR_Difference,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX&RAC1P,-0.0036752571186319805
Jitter_Difference,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX&RAC1P,-0.008434914772907962
Label_Stability_Ratio,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX&RAC1P,1.015003224774914
Label_Stability_Difference,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX&RAC1P,0.013701167852606333
Overall_Uncertainty_Difference,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX&RAC1P,-0.028778432610207627
Overall_Uncertainty_Ratio,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX&RAC1P,0.9539747813937067
Statistical_Parity_Difference,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX&RAC1P,-0.07985300102356671
Disparate_Impact,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX&RAC1P,0.7501061292538534
Std_Difference,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX&RAC1P,-0.0027697138796611773
Std_Ratio,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX&RAC1P,0.9427177950792347
Equalized_Odds_TNR,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_4,SEX&RAC1P,0.0005937695758406747
